"participant__code","channel","body","timestamp"
"hipbt8w3","19-FHM-83","Chat beenden?",1590137755.36836
"yldg7v8f","19-FHM-83","yes",1590137757.85909
"yldg7v8f","19-FHM-83","schönen tag dir",1590137760.55845
"nr576y05","19-FHM-80","Ich werde 10 Überstunden angeben",1590137771.48128
"eaen0n98","19-FHM-66","20 wäre die sichere Wahl, wenn wir die Grundvergütung nicht kompromittieren wollen",1590137773.41867
"nrg6vfgk","19-FHM-80","Ja ich auch.",1590137778.25202
"5bwjw9k1","19-FHM-77","Wir können mehr angeben wenn du willst",1590137778.38127
"l1xl45nh","19-FHM-66","Ok ja passt",1590137781.26598
"eaen0n98","19-FHM-66","Aber 30 klingt auch nicht verkehrt",1590137788.1861
"nr576y05","19-FHM-80","Alles klar, dann verlasse ich den Chat jetzt ",1590137790.85583
"nrg6vfgk","19-FHM-80","Okay.",1590137794.16563
"l1xl45nh","19-FHM-66","Haha mir ist das egal",1590137796.61589
"4y1csbhe","19-FHM-76","sind wir ehrlich und nehmen die 8 Euro?",1590137801.52736
"eaen0n98","19-FHM-66","30 dann?",1590137806.81351
"fmp6bz2z","19-FHM-77","ja, mir egal",1590137808.01323
"l56kkjs1","19-FHM-74","morgen ich würde vorschlagen 60 überstunden anzugeben",1590137810.10639
"l1xl45nh","19-FHM-66","Ok gerne",1590137811.37905
"v64rnjks","19-FHM-76","Würde ich auch vorschlagen!",1590137815.32496
"eaen0n98","19-FHM-66","gut",1590137815.94602
"eaen0n98","19-FHM-66","dann geh ich jetzt raus",1590137822.64555
"l1xl45nh","19-FHM-66","Jap",1590137826.99532
"41idvhkd","19-FHM-74","und ich sollte 10",1590137827.58196
"4y1csbhe","19-FHM-76","okay also 10 überstunden angeben?",1590137828.59662
"5bwjw9k1","19-FHM-77","20?",1590137833.88092
"fmp6bz2z","19-FHM-77","dann 20 ?",1590137839.01238
"v64rnjks","19-FHM-76","Genau. Einverstanden.",1590137844.12428
"fmp6bz2z","19-FHM-77","Haha okay dann sind wir uns ja einig :D",1590137846.93474
"4y1csbhe","19-FHM-76","perfekt",1590137851.73238
"lwdkw9nf","19-FHM-81","hey",1590137852.32858
"jmxnuzbt","19-FHM-78","wie viele Punkte haste bekommen?",1590137855.06679
"5bwjw9k1","19-FHM-77","wunderbar :D",1590137856.01017
"huhy1j74","19-FHM-81","hi",1590137857.63933
"lwdkw9nf","19-FHM-81","pokern wir?",1590137861.63361
"q0kckvj2","19-FHM-70","Hallo! Wie viele Überstunden sollen wir angeben?",1590137861.75999
"l56kkjs1","19-FHM-74","ja das sollte ich auch ",1590137862.35895
"v64rnjks","19-FHM-76","Dann verlassen wir jetzt den Chat?",1590137863.1921
"fmp6bz2z","19-FHM-77","okay, dann chat beenden?",1590137864.88815
"huhy1j74","19-FHM-81","warum nicht :D",1590137870.16979
"5bwjw9k1","19-FHM-77","ja",1590137872.22103
"lkr7e2lx","19-FHM-67","Hallo",1590137874.21755
"q2drgewh","19-FHM-79","Hallo, was sollen wir bei den Überstuden angeben? ",1590137875.80324
"l56kkjs1","19-FHM-74","mit 60 würden wir aber mehr verdienen wenn wir nicht kontrolliert werden",1590137875.86104
"1s9m0mp0","19-FHM-67","Hallo, wie gehen wir vor? so wie ich es Verstanden habe, geht es um Risiko abschätzung?",1590137876.72601
"lwdkw9nf","19-FHM-81","volle 60 Übt?",1590137876.74849
"fmp6bz2z","19-FHM-77","Top",1590137876.89723
"6n0wb2yv","19-FHM-70","Macht es nicht Sinn 20 Anzugeben? ",1590137877.72229
"lwdkw9nf","19-FHM-81","ÜSt",1590137881.06955
"1bjtnqp1","19-FHM-78","Mit 10 Überstunden müssten es insgesamt 50 sein",1590137884.96186
"l56kkjs1","19-FHM-74","dafür müssen wir es halt nur beide angeben",1590137890.47047
"1s9m0mp0","19-FHM-67","also lügen wir und nehmen das risiko einer überprüfung + abzug in kauf?",1590137892.59068
"huhy1j74","19-FHM-81","jap",1590137895.62164
"q2drgewh","19-FHM-79","Die echte Zahl, oder sollen wir das Risiko eingehen und einfach eine höhere Zahl angeben?",1590137896.4179
"1bjtnqp1","19-FHM-78","Du?",1590137898.91781
"1s9m0mp0","19-FHM-67","oder sind wir ehrlich?",1590137899.42445
"lwdkw9nf","19-FHM-81","alles klar :D",1590137900.3025
"rlzm5rgn","19-FHM-79","ich würde auf Risiko gehen",1590137905.9378
"jmxnuzbt","19-FHM-78","ja hab ich auch  wollen wir 60 überstunden angeben?",1590137910.51182
"q2drgewh","19-FHM-79","Ja das denke ich auch",1590137912.24014
"v64rnjks","19-FHM-76","Ich verlasse jetzt den Chat.",1590137919.49803
"q2drgewh","19-FHM-79","Wir haben eh nichts zu verlieren",1590137920.3849
"jmxnuzbt","19-FHM-78","oder willst du nicht riskieren ?",1590137923.99579
"lwdkw9nf","19-FHM-81","dann schönes Wochenende und viel Glück uns :P",1590137924.8956
"c3j1v536","19-FHM-71","Hallo, sollen wir mehr Überstunden angeben?",1590137927.23065
"1s9m0mp0","19-FHM-67","umso höher wir lügen, umso mehr können wir extra verdienen, aber umso höher könnte auch der Abzug bei überprüfung sein?",1590137929.57593
"huhy1j74","19-FHM-81","danke dir auch!",1590137935.13815
"uzqouyz1","19-FHM-73","hallo",1590137937.43705
"6n0wb2yv","19-FHM-70","Werden wir kontrolliert werden uns 10 Punkte abgezogen das heißt wir kommen bei +/- Null raus",1590137940.08904
"tljr5ryy","19-FHM-73","Hey",1590137941.24237
"rlzm5rgn","19-FHM-79","was hältst du von 30 überstunden",1590137943.30431
"1bjtnqp1","19-FHM-78","Ach, warum eigentlich nicht :-D Dann 60? Also 40 Normal plus 20 Überstunden?",1590137946.82455
"uzqouyz1","19-FHM-73","wieviele überstunden nehmen wir ",1590137947.11399
"nqtfr1we","19-FHM-84","Wie viel wollen wir angeben?",1590137947.84896
"2chqneof","19-FHM-84","Hi",1590137948.08655
"l56kkjs1","19-FHM-74","Bist Du noch da?",1590137949.57345
"d1xaitkd","19-FHM-71","Wie viele sollen wir in diesem Fall denn angeben?",1590137951.61957
"4jntadil","19-FHM-85","Hi",1590137952.29155
"nqtfr1we","19-FHM-84","Hi :D",1590137954.05218
"tljr5ryy","19-FHM-73","es stand ja 10",1590137956.51956
"mhyn68y3","19-FHM-85","Hey",1590137962.12013
"tljr5ryy","19-FHM-73","Was würdest du nehmen?",1590137962.88752
"lkr7e2lx","19-FHM-67","hmm, luegen gefaellt mir im generellen nicht",1590137964.42729
"4jntadil","19-FHM-85","Was geben wir an?",1590137968.83473
"6n0wb2yv","19-FHM-70","Die 40 Grundvergütung behalten wir ja. ",1590137969.72999
"uzqouyz1","19-FHM-73","60 oder",1590137972.34477
"uzqouyz1","19-FHM-73","wir können ja nichts ins minus ",1590137976.28803
"2chqneof","19-FHM-84","Öhm KA wollen wir ehrlich sein oder nasty?",1590137978.21596
"q0kckvj2","19-FHM-70","Man könnte halt noch mehr Gewinn machen, wenn man nicht kontrolliert wird",1590137979.10245
"jmxnuzbt","19-FHM-78","ich dachte an 100 :P aber vll ist der verlust zu hoch wenn wir überprüft werden",1590137980.37867
"uzqouyz1","19-FHM-73","und für den einen euro lohnt sichs nicht ",1590137986.08745
"tljr5ryy","19-FHM-73","Also jeder gibt 30 an",1590137987.58033
"c3j1v536","19-FHM-71","Woran hast du denn gedacht? 60? Risiko :D",1590137989.52114
"mhyn68y3","19-FHM-85","Ich würde einfach die Wahrheit sagen, also 10?",1590137991.5249
"q0kckvj2","19-FHM-70","Dann ist halt das Risiko größer",1590137994.16091
"jmxnuzbt","19-FHM-78","40+60 ",1590137994.49739
"rlzm5rgn","19-FHM-79","wir würden ja normal 40 Einheiten lohn bekommen + 10 Übersät wenn wir die Wahrheit sagen",1590137995.89017
"lkr7e2lx","19-FHM-67","risiko sofern wir uebereinstimmen ist 33%",1590137996.59359
"q2drgewh","19-FHM-79","Also wenn wir überprüft werden, ich unsere Grundvergütung sowieso weg, also können wir wahrscheinlich soviele Überstunden angeben, wie wir wollen",1590137997.03715
"6n0wb2yv","19-FHM-70","Ja, wenn...",1590137997.26315
"1bjtnqp1","19-FHM-78","Ich glaube, das ist zu auffällig :D ",1590137997.84427
"uzqouyz1","19-FHM-73","nein jeder kann 60 machen oder ",1590138000.8106
"1s9m0mp0","19-FHM-67","ok aber dann bekommen wir halt jeder nur 1€ mehr und haben insgesamt 3€ verdient für das hier",1590138001.46244
"nqtfr1we","19-FHM-84","Lass mal lügen",1590138003.76238
"4jntadil","19-FHM-85","Klingt ok. 10-10, richtig? Nur um sicher zu gehen.",1590138014.81852
"q0kckvj2","19-FHM-70","Hm, ok dann 20",1590138020.76855
"jmxnuzbt","19-FHM-78","oki mhh 40+40? ",1590138021.11944
"2chqneof","19-FHM-84","Ok xD",1590138022.36079
"1bjtnqp1","19-FHM-78","Vielleicht ist 70 oder 80 besser? Oder was dazwischen, 75? :-D",1590138022.51907
"rlzm5rgn","19-FHM-79","naja aber die Vergütung ist nur in dem umfang weg wie wir lügen",1590138025.0282
"1s9m0mp0","19-FHM-67","finde persönlich es ist wert das risik einzugehen",1590138027.60486
"q2drgewh","19-FHM-79","War da angegeben, ob die 6 Paare zufällig überprüft werden?",1590138030.57429
"1bjtnqp1","19-FHM-78","Ja genau, 40+40 finde ich gut",1590138030.72095
"tljr5ryy","19-FHM-73","Nein, es sind nur 60 Überstunden möglich, wenn man aufteilt und jeder gleich viele hat, müssen es ja 30 sein",1590138031.03671
"rlzm5rgn","19-FHM-79","also in dem fall 20",1590138031.29964
"d1xaitkd","19-FHM-71","Können wir machen",1590138031.88148
"nqtfr1we","19-FHM-84","15?",1590138032.59145
"6n0wb2yv","19-FHM-70","Die Nummer ist halt sicherer.",1590138034.26419
"l56kkjs1","19-FHM-74","Vor dem Hintergrund, dass mein Gegenüber scheinbar nicht mehr da ist bzw. nicht reagiert, sehe ich mich wohl gezwungen, die korrekte Anzahl an Stunden anzugeben.",1590138040.36509
"jmxnuzbt","19-FHM-78","oki super",1590138040.73686
"nqtfr1we","19-FHM-84","sonst verlieren wir im Zweifel zu viel",1590138044.31988
"1s9m0mp0","19-FHM-67","müssen ja nicht total übertreiben ",1590138047.03617
"mhyn68y3","19-FHM-85","Ja, also wir beide geben jeweils 10 an. Stand doch bei dir auch so, oder?",1590138048.03419
"jmxnuzbt","19-FHM-78","bin dann mal weg",1590138048.23018
"3m5xqb2y","19-FHM-75","schreiben wir 60",1590138048.89642
"c3j1v536","19-FHM-71","Okay, dann hoffen wir mal das es klappt. ",1590138049.77445
"rlzm5rgn","19-FHM-79","dann wäre noch 30 Restlohn dan",1590138051.04657
"1bjtnqp1","19-FHM-78","Gut, dann bin ich auch weg",1590138051.36992
"q2drgewh","19-FHM-79","Ja, dann hätten wir noch 30 Lab Punkte",1590138053.02173
"q0kckvj2","19-FHM-70","Ist ok ;) Hast recht",1590138053.76832
"03qugj9k","19-FHM-75","ahahaha ok lass",1590138058.49881
"uzqouyz1","19-FHM-73","ich bin mir relativ sicher, dass man alleine 60 überstunden machen kann ",1590138059.63617
"lkr7e2lx","19-FHM-67","ne eas waere 7 insgesamt",1590138060.24794
"tljr5ryy","19-FHM-73","Oder meinen die mit ""es sind nur 60 Überstunden erlaubt"" pr Person?",1590138060.52872
"6n0wb2yv","19-FHM-70","Top!",1590138061.67881
"2chqneof","19-FHM-84","Als 15 angeben? Ich weiß nicht, ob die vllt nur runde Zahlen machen.",1590138061.99473
"4jntadil","19-FHM-85","Ja. Drücke jetzt Chat beenden. OK?",1590138063.20976
"rlzm5rgn","19-FHM-79","also 3/4 eines Lohnes",1590138064.1774
"mhyn68y3","19-FHM-85","Passt",1590138067.37404
"uzqouyz1","19-FHM-73","ja denke schon",1590138067.6843
"03qugj9k","19-FHM-75","bin dafür",1590138068.24825
"rlzm5rgn","19-FHM-79","damit kann man gut leben",1590138069.27382
"2chqneof","19-FHM-84","Also*",1590138069.30759
"1s9m0mp0","19-FHM-67","achso hups, man merkt ich bin mathe ass hahaha",1590138071.27938
"lkr7e2lx","19-FHM-67","es waere*",1590138071.58758
"3m5xqb2y","19-FHM-75","prima ",1590138074.5339
"d1xaitkd","19-FHM-71","Ja hoffentlich.",1590138078.68395
"tljr5ryy","19-FHM-73","Ja ok, dann nehmen wir 60",1590138084.78317
"lkr7e2lx","19-FHM-67","ich habe die frage falsch beantwortet im test",1590138090.92083
"c3j1v536","19-FHM-71","Okay bis dann :D",1590138095.79822
"nqtfr1we","19-FHM-84","Mh aber theoretisch kann man ja auch 12,5 h Überstunden machen ",1590138096.6362
"1s9m0mp0","19-FHM-67","also wärst du dabei ein bisschen nach oben zu gehen?",1590138097.48052
"uzqouyz1","19-FHM-73","also chat beenden?",1590138097.7901
"nqtfr1we","19-FHM-84","keine ahnung",1590138100.97307
"tljr5ryy","19-FHM-73","Ja",1590138102.2244
"rlzm5rgn","19-FHM-79","wenn wir 60 überstunden angeben hätten wir nichts mehr",1590138103.14448
"1s9m0mp0","19-FHM-67","oder bleiben wir bei jeder 10?",1590138104.12431
"q2drgewh","19-FHM-79","Was meinst du, was passiert, wenn wir tausend Überstunden angeben?",1590138104.62144
"nqtfr1we","19-FHM-84","Was schlägst du vor?",1590138108.84971
"rlzm5rgn","19-FHM-79","hahahaha",1590138110.60655
"l9xff5d7","19-FHM-82","Hallo, ich habe 10 Überstunden gemacht ",1590138113.8294
"3m5xqb2y","19-FHM-75","lass uns auf chat beenden drücken)",1590138124.72805
"rlzm5rgn","19-FHM-79","es werden nur 60 ausgezahlt?! oder ?",1590138127.531
"i6im0wtk","19-FHM-82","Hallo, ich hab auch 10 Überstunden gemacht",1590138135.47917
"q2drgewh","19-FHM-79","Hhh keine Ahnung, habe ich schon wieder vergessen",1590138144.75112
"2chqneof","19-FHM-84","Klar, aber da wäre die Auszahlung mit den 5 ct. komisch. Also ich glaube, die denken sich nicht ""lass mal die 5 ct STücke rausballern""",1590138147.5916
"lkr7e2lx","19-FHM-67","ne eher nicht, aus prinzip halt,entschuldigung",1590138161.4578
"nqtfr1we","19-FHM-84","ja true",1590138164.23177
"q2drgewh","19-FHM-79","Also geben wir 30 an?",1590138168.48456
"2chqneof","19-FHM-84","Das ist unsere einzige Runde, oder?",1590138170.37088
"nqtfr1we","19-FHM-84","jup",1590138173.0924
"1s9m0mp0","19-FHM-67","Okay, ist ja kein Problem. Hauptsache wir geben das gleiche an :) ",1590138176.50237
"nqtfr1we","19-FHM-84","also glaube ich",1590138177.13619
"1s9m0mp0","19-FHM-67","Dann lass uns jeder 10 sagen ",1590138183.23277
"rlzm5rgn","19-FHM-79","oder 40 wenn es deiner Risikoneigung entgegen kommt",1590138186.75604
"q2drgewh","19-FHM-79","Gut sagen wir 40",1590138195.69887
"rlzm5rgn","19-FHM-79","alles klar ;)",1590138202.12266
"1s9m0mp0","19-FHM-67","dann beende ich mal den chat?",1590138204.39128
"rlzm5rgn","19-FHM-79","dann good luck",1590138214.60285
"2chqneof","19-FHM-84","Vllt sollten wir doch ehrlich sein?",1590138215.12012
"q2drgewh","19-FHM-79","Super ;-)",1590138215.84761
"lkr7e2lx","19-FHM-67","ok",1590138218.23446
"q2drgewh","19-FHM-79","Same",1590138218.31949
"2chqneof","19-FHM-84","Oder 20",1590138219.43678
"l9xff5d7","19-FHM-82","OK also geben wir das selbe an? ",1590138220.10018
"2chqneof","19-FHM-84","eins von beidem",1590138226.39243
"i6im0wtk","19-FHM-82","Ja würde ich sagen, macht am meisten Sinn",1590138234.28121
"1s9m0mp0","19-FHM-67","Gut, schönen Tag noch :)",1590138235.12642
"nqtfr1we","19-FHM-84","Meinetwegen dann auch eher ehrlich ",1590138242.17945
"nqtfr1we","19-FHM-84","besser isses",1590138248.74748
"2chqneof","19-FHM-84","Ok. Dann sagen wir beide 10. Finde ich gut!",1590138259.16163
"l9xff5d7","19-FHM-82","Okay ",1590138264.95676
"nqtfr1we","19-FHM-84","Alles klar :)",1590138271.6457
"i6im0wtk","19-FHM-82","okay, dann beenden wir den Chat?",1590138278.86845
"2chqneof","19-FHM-84","Super!",1590138284.34857
"tv4lbwgo","19-FHM-72","ich gebe 10 überstunden an",1590138355.80064
"hhknwzcz","19-FHM-72","Gut, dann mache ich das wohl auch",1590138398.68655
"tv4lbwgo","19-FHM-72","okay",1590138438.80192
"59nw7hik","21-FHM-89","Moin",1590394208.39237
"yty1ryg1","21-FHM-89","hallo",1590394212.24641
"yty1ryg1","21-FHM-89","was würdest du angeben?",1590394222.95123
"j2vw0vqd","21-FHM-99","10 Überstunden?",1590394262.33121
"ct2xoa4r","21-FHM-93","Hey",1590394275.30777
"elw4am8i","21-FHM-93","Hi",1590394278.42656
"59nw7hik","21-FHM-89","Mit den 10 Überstunden, bekommen wir insgesamt 1€ plus die 4€ ""normale"" Arbeitszeit plus 2€ Teilnahmegebühr, richtig?",1590394284.00761
"yty1ryg1","21-FHM-89","genau",1590394295.9626
"ct2xoa4r","21-FHM-93","So wie ich das sehe geben wir entweder 10 oder 60 überstunden an",1590394298.65768
"pz174ni0","21-FHM-99","Ja...oder halt 30? Ich meine die Chance liegt ja bei unter 50% dass wir überprüft werden",1590394301.86546
"hb4bzyo6","21-FHM-92","Bei den 10 überstünden bleiben oder was riskieren? ",1590394303.81671
"fzp9x5g2","21-FHM-91","Hallo",1590394305.87603
"elw4am8i","21-FHM-93","Ja genau ",1590394307.63829
"1y5n6hu4","21-FHM-101","Wie viele Überstunden geben wir an?",1590394310.41874
"ct2xoa4r","21-FHM-93","10 sind sichere 5 euro",1590394313.8259
"yty1ryg1","21-FHM-89","und ca 1/3 aller Gruppen werden überprüft",1590394321.87205
"fh6ecwuo","21-FHM-103","hey",1590394324.44958
"sfvs5fv7","21-FHM-103","Hallo",1590394327.38395
"ct2xoa4r","21-FHM-93","60 sind mit 4/13 nichts und sonst 10",1590394329.90473
"59nw7hik","21-FHM-89","Dann ist die Frage eher, ob du jetzt lieber pokern willst oder einfach das Geld ohne Risiko nehmen willst",1590394330.6254
"t2wbgpva","21-FHM-92","lass bei den 10 bleiben, dann haben wir das Geld sicher",1590394334.50814
"ct2xoa4r","21-FHM-93","bin für 60",1590394336.67884
"sfvs5fv7","21-FHM-103","Wir haben 10 Überstunden gemacht, richtig? ",1590394337.26646
"c0sxeyff","21-FHM-91","hey, also wir haben 10 überstunden und dürfen höchstens 60 angeben. sollen wir riskieren 60 anzugeben oder lieber weniger?",1590394338.65031
"hb4bzyo6","21-FHM-92","Sichere Auszahlung bei 10 ÜS = 7 Euro, richtig?",1590394344.1404
"fh6ecwuo","21-FHM-103","sollen wir das risiko eingehen und mehr angeben als 10 Stunden?",1590394344.23525
"fh6ecwuo","21-FHM-103","genau",1590394347.12804
"rv0x45cj","21-FHM-101","mehr als die 10 ?",1590394350.10252
"lht72c9u","21-FHM-87","Hallo",1590394350.35155
"sfvs5fv7","21-FHM-103","Ich wäre dafür.. 10 sind schon echt wenig :-)",1590394355.10214
"elw4am8i","21-FHM-93","ok ich wäre eher für die sichere Variante",1590394356.09693
"ct2xoa4r","21-FHM-93","damn",1590394362.49089
"x4tigpj6","21-FHM-105","hi",1590394364.14567
"fh6ecwuo","21-FHM-103","okay haha",1590394365.49306
"rv0x45cj","21-FHM-101","Was meinst du?",1590394367.2811
"j2vw0vqd","21-FHM-99","können wir versuchen",1590394368.44529
"sfvs5fv7","21-FHM-103","4 von 13 werden überprüft",1590394369.82824
"yty1ryg1","21-FHM-89","also ich würde auch pokern, wenn du lieber das geld ohne Risiko nehmen willst ist das aber auch ok",1590394369.88495
"t2wbgpva","21-FHM-92","ja",1590394371.18528
"1y5n6hu4","21-FHM-101","Haben dann halt die Chance mehr zu verdienen, wenn wir nicht überprüft werden",1590394374.6721
"22khtx52","21-FHM-105","Gut Tag!",1590394375.23769
"2gk5rw8u","21-FHM-87","Hallo!",1590394375.91705
"sfvs5fv7","21-FHM-103","also jede dritte Gruppe circa",1590394377.30771
"22khtx52","21-FHM-105","Wie ist es?",1590394378.95614
"9ovuvywv","21-FHM-102","Wie viele Überstunden geben wir an?",1590394381.34633
"fh6ecwuo","21-FHM-103","okay",1590394382.26161
"1y5n6hu4","21-FHM-101","Können aber auch 10 lassen, um sicher zu gehen",1590394382.78329
"ct2xoa4r","21-FHM-93","aber ist okay",1590394388.69934
"fh6ecwuo","21-FHM-103","was ist dein Vorschlag?",1590394389.27981
"59nw7hik","21-FHM-89","Ich mach das Experiment hier nur zum Spaß",1590394390.20619
"x4tigpj6","21-FHM-105","Gut und Ihnen ?",1590394390.60068
"rtjey2gj","21-FHM-100","Hallo!",1590394391.79691
"lht72c9u","21-FHM-87","Hast du schon einen Plan wie du vorgehen möchtest?",1590394391.972
"0d0c9285","21-FHM-102","Hallo, wir haben 10 Überstunden gemacht, sollen wir das auch so angeben?",1590394394.62614
"ct2xoa4r","21-FHM-93","dann geben wir beide 10 an?",1590394396.06202
"22khtx52","21-FHM-105","Mir ist es auch gut!",1590394396.76943
"d6xejdej","21-FHM-88","Hallo? Jemand hier?",1590394398.31034
"59nw7hik","21-FHM-89","Also können wir gerne pokern :D",1590394398.58026
"2gk5rw8u","21-FHM-87","ich schlage mal vor, dass wir beide 60 Überstunden angeben",1590394399.30008
"c0sxeyff","21-FHM-91","noch da?",1590394399.78063
"yty1ryg1","21-FHM-89","ja same:D",1590394400.7132
"vkg3tdbm","21-FHM-88","Ja. Was wollen wir machen?",1590394405.01191
"fh6ecwuo","21-FHM-103","zwischen 30 und 50 würde ich mal vorschlagen",1590394405.35631
"fzp9x5g2","21-FHM-91","Lieber weniger. Wir würden sonst rechnerisch bei 0 Punkten landen, weil man uns die 50 zusätzlichen abziehen würde",1590394406.16638
"1y5n6hu4","21-FHM-101","Wenn wir beiden 20 angeben und nicht überprüft werden kriegen wird 20",1590394406.20287
"0d0c9285","21-FHM-102","Oder 20?",1590394406.4998
"sfvs5fv7","21-FHM-103","Geben wir 30 an, dann wäre die Strafe 20...",1590394406.91145
"pz174ni0","21-FHM-99","Okay👍🏼",1590394408.40398
"vxij2b6m","21-FHM-100","Hallo, sollen wir 10 angeben, oder das Risiko eingehen, dass wir überprüft werden",1590394408.90626
"lht72c9u","21-FHM-87","jedes Mal?",1590394409.70803
"sfvs5fv7","21-FHM-103","Ja, wäre ich auch für.",1590394410.48449
"c0sxeyff","21-FHM-91","ja... ",1590394410.86916
"c0sxeyff","21-FHM-91","30?",1590394413.6545
"yty1ryg1","21-FHM-89","also direkt 60 angeben?",1590394414.41769
"fh6ecwuo","21-FHM-103","okay klingt gut",1590394417.03628
"lht72c9u","21-FHM-87","okay machen wir",1590394418.15401
"sfvs5fv7","21-FHM-103","30 oder 40?",1590394419.76531
"59nw7hik","21-FHM-89","Gerne",1590394420.35804
"fzp9x5g2","21-FHM-91","Ist okay",1590394421.76943
"smyx0sm4","21-FHM-96","Hi. wie viele Überstunden geben wir an? 10?",1590394422.96879
"yty1ryg1","21-FHM-89","top",1590394423.41855
"1y5n6hu4","21-FHM-101","Wenn doch mit Strafe nur den normalen Betrag ohne zusätzliche",1590394426.31201
"c0sxeyff","21-FHM-91","gut, dann nehmen wir 30",1590394429.48717
"9ovuvywv","21-FHM-102","ich würde auch mehr angeben weil die wahrscheinlichkeit dass wir überprüft werden nicht so hoch ist",1590394431.10056
"2gk5rw8u","21-FHM-87","natürlich gibt es auch gefahr...erwischt zu werden...",1590394431.44013
"22khtx52","21-FHM-105","Ich würde vorschlagen, wir geben 60 Überstunden an. Schließlich hatten wir doch recht viel Arbeit mit diesem Projekt.",1590394431.48907
"w85v58dy","21-FHM-90","Hi, wir haben 10 Überstunden geleistet, richtig?",1590394431.70217
"ipf19mcn","21-FHM-97","Test",1590394433.35837
"rtjey2gj","21-FHM-100","Ich wäre für die 10. Wie siehst du, das?",1590394433.47229
"s41tk1r7","21-FHM-94","Wurde bei dir auch 10 gesagt?",1590394434.01124
"rv0x45cj","21-FHM-101","wir würden so nur 50 lab Punkte bekommen also 50 ct. Das lohnt sich wirklich nicht",1590394435.09537
"53ori9is","21-FHM-90","Hi, genau",1590394436.78625
"35xdskpo","21-FHM-97","hi",1590394436.85812
"cbcznc5i","21-FHM-96","Hi",1590394437.28839
"ej30kjnq","21-FHM-94","ja",1590394438.35173
"0d0c9285","21-FHM-102","Okay, ich bin dabei",1590394438.68587
"elw4am8i","21-FHM-93","ok weil macht ein Euro mehr oder weniger auch nicht wirklich viel ",1590394438.83127
"fh6ecwuo","21-FHM-103","30, dann bleiben wir immernoch bei den 10 Stunden.",1590394439.72788
"lht72c9u","21-FHM-87","ja das stimmt",1590394440.40334
"fzp9x5g2","21-FHM-91","Einverstanden. Ich verlasse jetzt den Chat",1590394441.27451
"59nw7hik","21-FHM-89","Dann können wir ja jetzt direkt den Chat verlassen",1590394443.26547
"22khtx52","21-FHM-105","Sehen Sie das nicht genauso wir ich?",1590394443.44928
"ipf19mcn","21-FHM-97","10",1590394443.83169
"sfvs5fv7","21-FHM-103","Ok top",1590394444.07789
"c0sxeyff","21-FHM-91","ja",1590394444.64589
"hb4bzyo6","21-FHM-92","Wenn wir beide 30 angeben WÜRDEN hätten wir doch zu 2/3 9Euro und zu 1/3 5 Euro, richtig? ",1590394444.8357
"9ovuvywv","21-FHM-102","wir müssen nur das gleiche angeben",1590394445.85343
"sfvs5fv7","21-FHM-103","Also 30",1590394446.07931
"vkg3tdbm","21-FHM-88","Bei wahrer Angabe kommen wir auf 50 Labs sicher.",1590394446.28541
"fh6ecwuo","21-FHM-103","ja",1590394448.39311
"rv0x45cj","21-FHM-101","Ja von mir aus mindestens 20",1590394449.0706
"lht72c9u","21-FHM-87","aber wir riskieren es oder?",1590394449.24359
"rtjey2gj","21-FHM-100","Wenn du mehr angeben willst, würde ich allerdings mitziehen",1590394450.16678
"elw4am8i","21-FHM-93","können auch 60 sagen und dann haben wir ggf pech :D",1590394451.81785
"vxij2b6m","21-FHM-100","Denke auch, dass wir nicht viel mehr rausholen können",1590394451.95074
"59nw7hik","21-FHM-89","Ich wünsch dir noch einen schönen Tag!",1590394454.44992
"ej30kjnq","21-FHM-94","sollen wir riskieren?",1590394455.16299
"32wqfqla","21-FHM-104","Hi! 10 Überstunden sind doch etwas wenig, sollen wir 40 angeben?",1590394456.42814
"35xdskpo","21-FHM-97","ok",1590394456.59986
"ct2xoa4r","21-FHM-93","okay super, war mir eine freude :)",1590394457.90843
"sfvs5fv7","21-FHM-103","Alles klar ;-) ",1590394458.83853
"hb4bzyo6","21-FHM-92","Wäre doch für 20 min. Experiment auch noch ein guter lohn? ",1590394458.86055
"1y5n6hu4","21-FHM-101","Okay. Dann 20",1590394459.48204
"ipf19mcn","21-FHM-97","gut",1590394461.15281
"1y5n6hu4","21-FHM-101","?",1590394461.28916
"s41tk1r7","21-FHM-94","wie hoch?",1590394461.56268
"cbcznc5i","21-FHM-96","Denke, dass sich lügen eigentlich nicht so wirklich lohnt. Oder?",1590394462.68692
"fh6ecwuo","21-FHM-103","dann mach es gut!",1590394463.23869
"yty1ryg1","21-FHM-89","genau, schönen tag noch:)",1590394463.27487
"59nw7hik","21-FHM-89","Hoffentlich ist das Glück uns hold",1590394464.33477
"ct2xoa4r","21-FHM-93","also 10 überstunden angeben",1590394464.68787
"x4tigpj6","21-FHM-105","Ja, da haben Sie vollkommen Recht. Ich sehe das auch so.",1590394465.21579
"wr95ks8g","21-FHM-104","Ich habe 10 überstunden, wieviel sollen wir angeben?",1590394465.52906
"ipf19mcn","21-FHM-97","chat beenden?",1590394467.15907
"59nw7hik","21-FHM-89","Bis dann!",1590394468.98313
"rtjey2gj","21-FHM-100","Okay. Super!",1590394469.38831
"35xdskpo","21-FHM-97","ok",1590394469.82122
"yty1ryg1","21-FHM-89","ich drück die daumen",1590394472.14086
