,lfd_Nr,Session,Treatment,Subject_ID,Period,Subject,Group,PlayerID,Group_ID_simuliert,Message_Nr,Money - allgemein,Money - pro honesty,Money - pro lying,Steuern allgemein,argument für Steuern (pro honesty),argument gegen Steuern (pro lying),Risk - allgemein,Risk - pro honesty,Risk - pro lying,Honesty - allgemein,Honesty - pro honesty,Honesty - pro lying,Zahlenvorschlag - allgemein,Zahlenvorschlag pro honesty,Zahlenvorschlag pro lying,Previous Strategy - keep  - pro honesty,Previous Strategy - keep - pro lying,Previous Strategy - change - pro honesty,Previous Strategy - change - pro lying,Realität/Spiel,Steuergerechtigkeit,Steuerehrlichkeit,argument insecurity - allgemein,argument insecurity honest,argument insecurity lie,argument rules - allgemein,argument rules yes,argument rules no,argument others - allgemein,argument others honest,argument others lie,argument consequences - allgemein,consequences positive,consequences negative,taxes_new,Chat
3852,3853,7,3,143,6,2,1,2,64,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jetzt gehts wieder Berg auf
3853,3854,7,3,147,6,6,1,3,64,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ok wenn ihr das sagt
3854,3855,7,3,142,6,1,1,1,64,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sonst müssen wir uns prostituieren
3855,3856,7,3,143,6,2,1,2,64,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Du klingst sehr skeptisch?
3856,3857,7,3,147,6,6,1,3,64,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D
3857,3858,7,3,142,6,1,1,1,64,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oh, Gott, nachher werde ich wegen Fluchens des Spiels verwiesen"
3858,3859,7,3,143,6,2,1,2,64,186,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Im schlimmsten Fall gehen wir aus dem Experiment mit 16 Euro raus
3859,3860,7,3,142,6,1,1,1,64,187,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wir können ja nach einer guten runde nochmal nein 1000er runde einbauen, um den nicht vorhandenen scheine zu wahren"
3860,3861,7,3,143,6,2,1,2,64,188,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Im besten mit knapp 30
3861,3862,7,3,147,6,6,1,3,64,189,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ohhh geil b30 Euro
3862,3863,7,3,147,6,6,1,3,64,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D
3863,3864,7,3,142,6,1,1,1,64,191,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30 wär auf jeden Fall deutlich geiler
3864,3865,7,3,147,6,6,1,3,64,192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Schon ein wenig geiler...
3865,3866,7,3,143,6,2,1,2,64,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also das mit ganz viel Glück
3866,3867,7,3,142,6,1,1,1,64,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Undmit mittel viel Glück?
3867,3868,7,3,143,6,2,1,2,64,195,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sprich Lotterie und der runde mit 22
3868,3869,7,3,147,6,6,1,3,64,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gierige Studenten 
3869,3870,7,3,147,6,6,1,3,64,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D
3870,3871,7,3,143,6,2,1,2,64,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wer kann es denn nicht gebrauchen?
3871,3872,7,3,142,6,1,1,1,64,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oder verschuldete Studenten DDR
3872,3873,7,3,147,6,6,1,3,64,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hahaha
3873,3874,7,3,147,6,6,1,3,64,201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja also lass 0 sagen
3874,3875,7,3,143,6,2,1,2,64,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja
3875,3876,7,3,147,6,6,1,3,64,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich bin wieder dabei
3876,3877,7,3,142,6,1,1,1,64,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yeah
3877,3878,7,3,142,6,1,1,1,64,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,See das
3878,3879,7,3,143,7,2,1,2,64,206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0?
3879,3880,7,3,142,7,1,1,1,64,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Holy Puck, was machen wir jetzt."
3880,3881,7,3,147,7,6,1,3,64,208,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich würde erstmal 1000 sagen und danach nochmal 0
3881,3882,7,3,143,7,2,1,2,64,209,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oder 400?
3882,3883,7,3,143,7,2,1,2,64,210,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann wären es 20 oder 14?
3883,3884,7,3,142,7,1,1,1,64,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich bin eich eher für 0, aber möchte nr. 3nicht immer übergehen"
3884,3885,7,3,142,7,1,1,1,64,212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400 ist auch nein Idee
3885,3886,7,3,142,7,1,1,1,64,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mann, bin ich inkonsistent"
3886,3887,7,3,147,7,6,1,3,64,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oh Gott sorry
3887,3888,7,3,142,7,1,1,1,64,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Inkonsistent.
3888,3889,7,3,142,7,1,1,1,64,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ach, hör auch"
3889,3890,7,3,142,7,1,1,1,64,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,auf
3890,3891,7,3,142,7,1,1,1,64,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alter, ey"
3891,3892,7,3,147,7,6,1,3,64,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jetzt hab ich euch gegenüber ein schlechtes Gewissen 
3892,3893,7,3,142,7,1,1,1,64,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,quatsch
3893,3894,7,3,143,7,2,1,2,64,221,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was haltet ihr von 400?
3894,3895,7,3,142,7,1,1,1,64,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ist ok
3895,3896,7,3,147,7,6,1,3,64,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja ist ok
3896,3897,7,3,143,7,2,1,2,64,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich möchte nicht immer das letzte Wort haben
3897,3898,7,3,143,7,2,1,2,64,225,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oder 500?
3898,3899,7,3,142,7,1,1,1,64,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hoffentlich haben wir die dieser Zufallsauswahl am Ende glückte..
3899,3900,7,3,142,7,1,1,1,64,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Das ist doch albern
3900,3901,7,3,142,7,1,1,1,64,228,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Komm, 400 ; )"
3901,3902,7,3,143,7,2,1,2,64,229,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also null?
3902,3903,7,3,147,7,6,1,3,64,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was ist albern?
3903,3904,7,3,142,7,1,1,1,64,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nicht negativ gemeint, eher witzig: dass wir uns hier kriminalisieren und dann so entschuldigen und so was"
3904,3905,7,3,142,7,1,1,1,64,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich finde lustig
3905,3906,7,3,147,7,6,1,3,64,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D ach so
3906,3907,7,3,143,7,2,1,2,64,234,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann 400
3907,3908,7,3,147,7,6,1,3,64,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja ich auch
3908,3909,7,3,142,7,1,1,1,64,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nr 2, du kannst dich zumindest mal entscheiden ;)"
3909,3910,7,3,143,7,2,1,2,64,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich find es lustig, dass man diesen Chat hat"
3910,3911,7,3,142,7,1,1,1,64,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja, und dass wir immer wir drei bleiben - das wär sonst voll nervig"
3911,3912,7,3,143,7,2,1,2,64,239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ja immer auf neue einstellen
3912,3913,7,3,147,7,6,1,3,64,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nochmal sozialen und so voll nervig
3913,3914,7,3,143,7,2,1,2,64,241,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400 steht
3914,3915,7,3,147,7,6,1,3,64,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jap 
3915,3916,7,3,142,7,1,1,1,64,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich werde euch heute absent in meinem Tagebucheintrag erwähnen
3916,3917,7,3,142,7,1,1,1,64,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,;)
3917,3918,7,3,143,8,2,1,2,64,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Das ging gut
3918,3919,7,3,147,8,6,1,3,64,246,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20 euroooooos
3919,3920,7,3,142,8,1,1,1,64,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Yeah, endlich wieder"
3920,3921,7,3,147,8,6,1,3,64,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Whoopp whooop
3921,3922,7,3,143,8,2,1,2,64,249,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dabei bleiben oder wieder Risiko?
3922,3923,7,3,142,8,1,1,1,64,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ok, und jetzt? Nr 2? ;)"
3923,3924,7,3,143,8,2,1,2,64,251,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
3924,3925,7,3,143,8,2,1,2,64,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Warum muss ich das denn immer entscheiden?
3925,3926,7,3,142,8,1,1,1,64,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,okilidokili
3926,3927,7,3,142,8,1,1,1,64,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War Limits
3927,3928,7,3,143,8,2,1,2,64,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wir sind eine Demokratie
3928,3929,7,3,147,8,6,1,3,64,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Du hast irgendwie scheinbar die meiste Peilung
3929,3930,7,3,142,8,1,1,1,64,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,War nur Scherz wegen vorhin
3930,3931,7,3,142,8,1,1,1,64,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und du scheinst das entscheidungsfreudige Gruppenmitglied zu sein
3931,3932,7,3,147,8,6,1,3,64,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich musste Grad voll laut lachen wegen des Tagebucheintrag :D
3932,3933,7,3,143,8,2,1,2,64,260,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Dann sag ich null haha
3933,3934,7,3,142,8,1,1,1,64,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Nr 3 und ich sind unentschlossen
3934,3935,7,3,143,8,2,1,2,64,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also Tagebuch hab ich zuletzt in der Grundschule geschrieben haha
3935,3936,7,3,142,8,1,1,1,64,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gut, ich hatte gehofft, ihr würdet meinen listigen Scherz noch lesen"
3936,3937,7,3,143,8,2,1,2,64,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haben wir
3937,3938,7,3,142,8,1,1,1,64,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,lustigen
3938,3939,7,3,142,8,1,1,1,64,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Das freut mich
3939,3940,7,3,143,8,2,1,2,64,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Werd ich jetzt etwa überstimmt?
3940,3941,7,3,143,8,2,1,2,64,268,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wir können auch 400 wieder nehmen
3941,3942,7,3,142,8,1,1,1,64,269,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Von mir aus 0
3942,3943,7,3,147,8,6,1,3,64,270,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Jaa 0
3943,3944,7,3,143,8,2,1,2,64,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ok
3944,3945,7,3,142,8,1,1,1,64,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oder was meint 3?
3945,3946,7,3,142,8,1,1,1,64,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ich bin bei allem mit, ihr kennt mich ja mittlerweile"
3946,3947,7,3,147,8,6,1,3,64,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D
3947,3948,7,3,143,8,2,1,2,64,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Du bist also zu allen Schandtaten bereit
3948,3949,7,3,143,8,2,1,2,64,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Kannst du dann nachts noch ruhig schlafen?
3949,3950,7,3,142,8,1,1,1,64,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auch zu allen guten taten, wenn man mich fragt DDR"
3950,3951,7,3,142,8,1,1,1,64,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Das kommt darauf an, mit wem ich den Tag so verbringe"
3951,3952,7,3,142,8,1,1,1,64,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Heute Abend werd eich betrunken sein, also ja"
3952,3953,7,3,143,8,2,1,2,64,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Haha wie ist denn das gemacht?
3953,3954,7,3,142,8,1,1,1,64,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und ihr?
3954,3955,7,3,143,8,2,1,2,64,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gemeint
3955,3956,7,3,143,8,2,1,2,64,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Ich statte meinen Eltern einen Besuch ab
3956,3957,7,3,142,8,1,1,1,64,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja, also heute habe ich mich zu vielen bösen Taten mitreißen lassen"
3957,3958,7,3,143,8,2,1,2,64,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Also heut Abend partyyyy
3958,3959,7,3,142,8,1,1,1,64,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Auch gut, dann ganze denen ja auch noch etwas Kohle abzwacken"
3959,3960,7,3,143,8,2,1,2,64,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mit der dicken Kohle
3960,3961,7,3,147,8,6,1,3,64,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,:D
3961,3962,7,3,142,8,1,1,1,64,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ja, die Kohle wird verprasst"
3962,3963,7,3,147,8,6,1,3,64,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Richtig spendabel sein
3963,3964,7,3,147,8,6,1,3,64,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Love IT.
3964,3965,7,3,142,8,1,1,1,64,292,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Also 0, Nuss"
3965,3966,7,3,143,8,2,1,2,64,293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ja
3966,3967,7,3,142,8,1,1,1,64,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ja
3967,3968,7,3,147,9,6,1,3,64,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Damn IT!
3968,3969,7,3,142,9,1,1,1,64,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aaach, Shit"
3969,3970,7,3,143,9,2,1,2,64,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Echt nein verarsche mit den 30 Prozent
3970,3971,7,3,142,9,1,1,1,64,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wir sind keine guten ganzer
3971,3972,7,3,142,9,1,1,1,64,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gangster
3972,3973,7,3,142,9,1,1,1,64,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jetzt haben wir nur noch eine runde, gell"
3973,3974,7,3,147,9,6,1,3,64,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Und alle hauen sie wie wild in die tasten rein
3974,3975,7,3,143,9,2,1,2,64,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Aber jetzt final rund
3975,3976,7,3,142,9,1,1,1,64,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Was machen wir.....
